origin,destination,origin_location,destination_location,distance_r,duration_r
395856.0,2228989.0,"118.143033,24.496278","118.146389,24.524892",26089.999999999975,3872.0000000000005
2228989.0,2239388.0,"118.146389,24.524892","118.136256,24.506544",4290.00000000002,1380.0
2239388.0,99.0,"118.136256,24.506544","117.998953,24.603775",1389.9999999999864,3510.0
99.0,209.0,"117.998953,24.603775","118.101986,24.529926",15599.999999999965,3484.0
209.0,28470.0,"118.101986,24.529926","118.101508,24.524826",1609.9999999999568,780.0
28470.0,69.0,"118.101508,24.524826","118.101031,24.514972",3500.0,841.0
69.0,39813.0,"118.101031,24.514972","118.098893,24.514247",980.0000000000182,142.0
39813.0,1185186.0,"118.098893,24.514247","118.092053,24.504796",2370.0000000000045,841.0
1185186.0,2242442.0,"118.092053,24.504796","118.100718,24.5045",879.9999999999955,119.00000000000001
2242442.0,1610552.0,"118.100718,24.5045","118.103293,24.505503",290.00000000002046,60.00000000000001
1610552.0,2645.0,"118.103293,24.505503","118.117029,24.509554",1849.999999999966,360.0
2645.0,22103.0,"118.117029,24.509554","118.1068,24.508929",7069.999999999993,3310.0
22103.0,53393.0,"118.1068,24.508929","118.107271,24.50907",560.0000000000023,114.0
53393.0,2238264.0,"118.107271,24.50907","118.107614,24.513889",1770.0000000000387,516.0
2238264.0,34535.0,"118.107614,24.513889","118.111892,24.517586",829.9999999999841,240.00000000000003
34535.0,271153.0,"118.111892,24.517586","118.113586,24.515297",399.99999999997726,121.00000000000001
271153.0,2246646.0,"118.113586,24.515297","118.073867,24.466981",23080.00000000004,2013.0000000000002
2246646.0,369.0,"118.073867,24.466981","118.083721,24.46273",849.9999999999659,150.0
369.0,1281.0,"118.083721,24.46273","118.086304,24.465156",1210.0000000000364,180.0
1281.0,1095.0,"118.086304,24.465156","118.086965,24.462305",589.999999999975,90.0
1095.0,766.0,"118.086965,24.462305","118.081724,24.464824",1379.9999999999955,661.0
766.0,1907.0,"118.081724,24.464824","118.08093,24.466967",250.0,90.0
1907.0,43173.0,"118.08093,24.466967","118.077735,24.464084",720.0000000000273,420.0
43173.0,89172.0,"118.077735,24.464084","118.078247,24.464045",50.00000000001137,60.00000000000001
89172.0,62053.0,"118.078247,24.464045","118.078481,24.464048",29.999999999972715,30.000000000000004
62053.0,1867146.0,"118.078481,24.464048","118.160071,24.531996",89860.00000000001,24629.0
1867146.0,2242143.0,"118.160071,24.531996","118.102524,24.513351",509.9999999999909,210.0
2242143.0,2208454.0,"118.102524,24.513351","118.103493,24.51181",460.0000000000364,150.0
2208454.0,1419.0,"118.103493,24.51181","118.110175,24.509757",23010.000000000106,17453.0
1419.0,67.0,"118.110175,24.509757","118.093973,24.507117",2350.0000000000227,569.0
67.0,263.0,"118.093973,24.507117","118.168512,24.503925",3120.0000000000045,392.0
263.0,1235440.0,"118.168512,24.503925","118.16231,24.520458",2320.00000000005,511.00000000000006
1235440.0,190.0,"118.16231,24.520458","118.150804,24.525677",26990.000000000007,3600.0
190.0,508.0,"118.150804,24.525677","118.128607,24.504591",7669.999999999959,1802.0
508.0,12907.0,"118.128607,24.504591","118.122023,24.508836",970.0000000000273,600.0
12907.0,2034517.0,"118.122023,24.508836","118.122818,24.501754",22440.000000000055,2432.0
2034517.0,24324.0,"118.122818,24.501754","118.14193,24.49927",2169.999999999959,870.0
24324.0,753.0,"118.14193,24.49927","118.119238,24.485141",1610.0000000000136,353.0
753.0,748.0,"118.119238,24.485141","118.121948,24.48481",419.9999999999591,90.0
748.0,84.0,"118.121948,24.48481","118.138548,24.493017",480.0000000000182,120.00000000000001
84.0,561.0,"118.138548,24.493017","118.141787,24.494837",490.0000000000091,120.00000000000001
561.0,2240108.0,"118.141787,24.494837","118.154553,24.512929",3049.9999999999545,541.0
2240108.0,4242.0,"118.154553,24.512929","118.130517,24.502283",20080.00000000004,2341.0
4242.0,3619.0,"118.130517,24.502283","118.140088,24.479017",5340.000000000032,1139.0
3619.0,23044.0,"118.140088,24.479017","118.096943,24.507184",2879.9999999999955,1412.0
23044.0,202.0,"118.096943,24.507184","118.096762,24.507241",20.000000000095497,30.000000000000004
202.0,2242344.0,"118.096762,24.507241","118.092493,24.509601",299.9999999999545,150.0
2242344.0,22162.0,"118.092493,24.509601","118.083447,24.494914",5450.0000000000455,990.0000000000001
22162.0,1766588.0,"118.083447,24.494914","118.244774,24.600472",41009.99999999999,3104.0
1766588.0,2225701.0,"118.244774,24.600472","118.271569,24.66968",52920.00000000007,7249.0
2225701.0,654142.0,"118.271569,24.66968","118.244576,24.661913",36570.00000000016,9664.0
654142.0,3154068.0,"118.244576,24.661913","117.99989,24.60274",1210.0000000000364,2256.0
3154068.0,2207194.0,"117.99989,24.60274","118.094304,24.464395",2989.9999999997817,840.0
2207194.0,28670.0,"118.094304,24.464395","118.095372,24.467691",679.9999999998363,90.0
28670.0,58090.0,"118.095372,24.467691","118.094021,24.467701",150.00000000009095,60.00000000000001
58090.0,30732.0,"118.094021,24.467701","118.090203,24.469953",639.9999999998727,150.0
30732.0,396561.0,"118.090203,24.469953","118.087868,24.469388",1090.0000000001455,627.0
396561.0,566.0,"118.087868,24.469388","118.078302,24.465714",189.9999999998272,90.0
566.0,23363.0,"118.078302,24.465714","118.14087,24.492075",4230.000000000018,1247.0
23363.0,2483.0,"118.14087,24.492075","118.131278,24.523629",2349.999999999909,720.0
2483.0,20576.0,"118.131278,24.523629","118.145365,24.514049",4719.9999999998,1593.0
20576.0,14219.0,"118.145365,24.514049","118.224097,24.660921",41289.99999999996,7301.0
14219.0,12854.0,"118.224097,24.660921","118.092163,24.479776",26119.99999999989,2761.0
12854.0,1987.0,"118.092163,24.479776","118.095249,24.474735",1220.0000000000273,1651.0
1987.0,2207858.0,"118.095249,24.474735","118.097583,24.471837",400.00000000009095,90.0
2207858.0,1951.0,"118.097583,24.471837","118.076164,24.458875",1100.0000000001364,301.0
1951.0,49937.0,"118.076164,24.458875","118.074076,24.465147",769.9999999999818,240.00000000000003
49937.0,12810.0,"118.074076,24.465147","118.127179,24.502152",21259.999999999993,3015.0
12810.0,366.0,"118.127179,24.502152","118.127506,24.490292",1740.000000000009,270.0
366.0,2206036.0,"118.127506,24.490292","118.143558,24.500463",559.9999999999454,270.0
2206036.0,568.0,"118.143558,24.500463","118.126822,24.530129",19869.99999999989,1682.0
568.0,1754561.0,"118.126822,24.530129","118.144474,24.50169",2739.9999999997817,780.0
1754561.0,2238807.0,"118.144474,24.50169","118.141039,24.504156",980.0000000000182,299.0
2238807.0,2059323.0,"118.141039,24.504156","118.138781,24.501903",699.9999999998181,210.0
2059323.0,207157.0,"118.138781,24.501903","118.093216,24.470299",290.000000000191,90.0
207157.0,441.0,"118.093216,24.470299","118.092406,24.470669",129.99999999988177,90.0
441.0,1235426.0,"118.092406,24.470669","118.133312,24.526258",48829.99999999993,15538.000000000002
1235426.0,2264590.0,"118.133312,24.526258","118.152197,24.504403",2180.0000000000637,510.00000000000006
2264590.0,31075.0,"118.152197,24.504403","118.126842,24.496912",830.0000000001546,240.00000000000003
31075.0,197.0,"118.126842,24.496912","118.129251,24.496556",259.9999999999909,120.00000000000001
197.0,822956.0,"118.129251,24.496556","118.118792,24.486694",2190.0000000000546,510.00000000000006
822956.0,20738.0,"118.118792,24.486694","118.087676,24.492407",20950.000000000044,1801.0
20738.0,684833.0,"118.087676,24.492407","118.088437,24.490496",230.0000000000182,90.0
684833.0,197741.0,"118.088437,24.490496","118.094851,24.468669",1609.9999999999,570.0
197741.0,2242215.0,"118.094851,24.468669","118.094685,24.469211",60.000000000172804,60.00000000000001
2242215.0,1623916.0,"118.094685,24.469211","118.243752,24.662637",170.00000000007276,159.0
1623916.0,2238680.0,"118.243752,24.662637","118.240781,24.652759",2130.000000000109,1741.0
2238680.0,2237046.0,"118.240781,24.652759","118.08784,24.46672",25089.99999999969,2401.0
2237046.0,5304.0,"118.08784,24.46672","118.086513,24.457",1250.0,270.0
5304.0,12875.0,"118.086513,24.457","118.082275,24.452753",1059.9999999999454,270.0
12875.0,620.0,"118.082275,24.452753","118.084423,24.454839",1130.0000000001091,1775.0
620.0,1801.0,"118.084423,24.454839","118.083479,24.454477",109.99999999967258,60.00000000000001
1801.0,712239.0,"118.083479,24.454477","118.094665,24.463214",970.0000000002547,179.0
712239.0,700873.0,"118.094665,24.463214","118.098879,24.463112",569.999999999709,330.0
700873.0,1029.0,"118.098879,24.463112","118.104369,24.464256",900.000000000091,270.0
1029.0,516.0,"118.104369,24.464256","118.10227,24.52382",16539.999999999964,1200.0
516.0,2541174.0,"118.10227,24.52382","118.09519,24.517386",820.0000000001637,180.0
2541174.0,53312.0,"118.09519,24.517386","118.100347,24.511421",2460.0000000000364,1219.0
53312.0,82.0,"118.100347,24.511421","118.105134,24.526587",4759.9999999997635,1080.0
82.0,292806.0,"118.105134,24.526587","118.098876,24.469175",320.0000000001637,91.0
292806.0,2226347.0,"118.098876,24.469175","118.092768,24.471456",240.00000000023647,300.0
2226347.0,12905.0,"118.092768,24.471456","118.159914,24.474626",1950.0000000002728,719.0
12905.0,583.0,"118.159914,24.474626","118.166877,24.471402",819.999999999709,270.0
583.0,721.0,"118.166877,24.471402","118.168178,24.472979",269.9999999999818,90.0
721.0,349.0,"118.168178,24.472979","118.171002,24.47446",1289.9999999999636,272.0
349.0,56820.0,"118.171002,24.47446","118.18082,24.510813",6680.000000000291,1802.0
56820.0,2244270.0,"118.18082,24.510813","118.17316,24.504318",1339.9999999996908,631.0
2244270.0,386873.0,"118.17316,24.504318","118.159955,24.512712",2369.999999999891,630.0
386873.0,1181133.0,"118.159955,24.512712","118.158819,24.513683",160.00000000030923,30.000000000000004
1181133.0,1235269.0,"118.158819,24.513683","118.16295,24.532164",909.9999999998545,179.0
1235269.0,2239120.0,"118.16295,24.532164","118.163051,24.534681",1599.999999999909,390.0
2239120.0,582.0,"118.163051,24.534681","118.074162,24.464243",49.99999999972715,60.00000000000001
582.0,12813.0,"118.074162,24.464243","118.085613,24.465089",909.9999999998545,120.00000000000001
12813.0,1076327.0,"118.085613,24.465089","118.098308,24.466924",2369.999999999891,629.0
1076327.0,1340585.0,"118.098308,24.466924","118.099442,24.467097",2339.9999999996908,421.0
1340585.0,58391.0,"118.099442,24.467097","118.103488,24.467616",589.9999999996908,330.0
58391.0,51383.0,"118.103488,24.467616","118.075524,24.452385",26079.999999999927,2280.0
51383.0,31592.0,"118.075524,24.452385","118.088992,24.460932",559.9999999999454,150.0
31592.0,53159.0,"118.088992,24.460932","118.113313,24.515749",47860.00000000013,18962.0
53159.0,3709.0,"118.113313,24.515749","118.101804,24.504688",2369.999999999891,869.0
3709.0,12833.0,"118.101804,24.504688","118.101986,24.523736",8230.000000000018,780.0
12833.0,2237302.0,"118.101986,24.523736","118.247224,24.617976",110670.00000000007,66863.0
2237302.0,1400.0,"118.247224,24.617976","118.111153,24.516533",18949.999999999818,1800.0
1400.0,1978.0,"118.111153,24.516533","118.098531,24.504816",1619.9999999998909,180.0
1978.0,11937.0,"118.098531,24.504816","118.086505,24.46895",1130.0000000001091,420.0
11937.0,23990.0,"118.086505,24.46895","118.091367,24.466895",949.9999999998181,150.0
23990.0,1316432.0,"118.091367,24.466895","118.090896,24.466662",39.99999999996362,30.000000000000004
1316432.0,12898.0,"118.090896,24.466662","118.088813,24.466158",219.9999999997999,240.00000000000003
12898.0,1943.0,"118.088813,24.466158","118.101444,24.469159",769.9999999999818,150.0
1943.0,30557.0,"118.101444,24.469159","118.085223,24.460025",769.9999999999995,150.0
30557.0,1035.0,"118.085223,24.460025","118.082634,24.451551",1380.0000000000025,602.0
1035.0,1103377.0,"118.082634,24.451551","118.074382,24.460935",50739.99999999999,233752.00000000003
1103377.0,1216954.0,"118.074382,24.460935","118.076454,24.455692",659.9999999999966,150.0
1216954.0,1661.0,"118.076454,24.455692","118.131569,24.491625",5790.00000000002,872.0
1661.0,1867687.0,"118.131569,24.491625","118.082215,24.455481",679.9999999999784,210.0
1867687.0,622.0,"118.082215,24.455481","118.079242,24.453981",350.00000000002274,61.00000000000001
622.0,12820.0,"118.079242,24.453981","118.103568,24.46175",1939.9999999999977,329.0
12820.0,2049.0,"118.103568,24.46175","118.090147,24.461701",1469.9999999999704,646.0
2049.0,110.0,"118.090147,24.461701","118.056367,24.571737",8089.9999999999745,1836.0000000000002
110.0,31113.0,"118.056367,24.571737","118.078567,24.45367",17780.00000000003,3932.0000000000005
31113.0,31754.0,"118.078567,24.45367","118.080106,24.454057",879.9999999999955,151.0
31754.0,1231.0,"118.080106,24.454057","118.083873,24.456877",340.00000000003183,89.0
1231.0,1122639.0,"118.083873,24.456877","118.099853,24.58699",15190.000000000055,10839.0
